title,link,date,sentiment
Glass Animals - Dreamland (Official Video),https://www.youtube.com/watch?v=BE7vBk_zLA4,1621222471.0,0.22025487788089146
Glass Animals - Your Love (Déjà Vu),https://www.youtube.com/watch?v=LjPStHTWr4I,1621222229.0,0.1687048815431659
Glass Animals - Heat Waves (Official Video),https://www.youtube.com/watch?v=mRD0-GxqHVo,1621221992.0,0.22015583566176752
Glass Animals - Youth (Official Video),https://www.youtube.com/watch?v=_ZdsmLgCVdU,1621221756.0,0.2118543784713826
Glass Animals - Tangerine (Official Video),https://www.youtube.com/watch?v=cIIoGU5EmhU,1621221339.0,0.25967086021243524
Glass Animals - Space Ghost Coast To Coast (Official Video),https://www.youtube.com/watch?v=WSEpDD8j6-c,1621221147.0,0.14376450948548106
